relative_path,label,source_folder,db_name,image_filename,record_id,roi_id,manual_label,ai_label,ai_model_name,manual_added,image_width_px,image_height_px,roi_start_x,roi_start_y,roi_end_x,roi_end_y
class2/manual_verify__AM_45_74A_1R1_3CMOS_IL17_50ms.tif__roi0007__rec001058.png,2,manual_verify,Test_data_manual_verify.db,AM_45_74A_1R1_3CMOS_IL17_50ms.tif,1058,7,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,372,1696,420,1744
class3/manual_verify__AM_45_74A_1R1_3CMOS_IL17_50ms.tif__roi0010__rec001061.png,3,manual_verify,Test_data_manual_verify.db,AM_45_74A_1R1_3CMOS_IL17_50ms.tif,1061,10,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,971,1409,1019,1457
class3/manual_verify__AM_45_74A_1R1_3CMOS_IL17_50ms.tif__roi0013__rec001064.png,3,manual_verify,Test_data_manual_verify.db,AM_45_74A_1R1_3CMOS_IL17_50ms.tif,1064,13,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1182,1742,1230,1790
class3/manual_verify__AM_45_74A_1R1_3CMOS_IL17_50ms.tif__roi0014__rec001065.png,3,manual_verify,Test_data_manual_verify.db,AM_45_74A_1R1_3CMOS_IL17_50ms.tif,1065,14,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1164,1556,1212,1604
class3/manual_verify__AM_45_74A_1R1_3CMOS_IL17_50ms.tif__roi0015__rec001066.png,3,manual_verify,Test_data_manual_verify.db,AM_45_74A_1R1_3CMOS_IL17_50ms.tif,1066,15,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2784,1615,2832,1663
class3/manual_verify__AM_45_74A_1R1_3CMOS_IL17_50ms.tif__roi0016__rec001067.png,3,manual_verify,Test_data_manual_verify.db,AM_45_74A_1R1_3CMOS_IL17_50ms.tif,1067,16,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1064,1742,1112,1790
class3/manual_verify__AM_45_74A_1R1_3CMOS_IL17_50ms.tif__roi0017__rec001068.png,3,manual_verify,Test_data_manual_verify.db,AM_45_74A_1R1_3CMOS_IL17_50ms.tif,1068,17,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2774,1300,2822,1348
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_1.tif__roi0011__rec001140.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1140,11,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,703,980,751,1028
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_1.tif__roi0018__rec001147.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1147,18,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1306,1289,1354,1337
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_1.tif__roi0019__rec001148.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1148,19,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1430,256,1478,304
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_1.tif__roi0022__rec001151.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1151,22,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,367,1319,415,1367
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_1.tif__roi0025__rec001154.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1154,25,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1284,992,1332,1040
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_1.tif__roi0026__rec001155.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1155,26,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,504,1704,552,1752
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_1.tif__roi0036__rec001165.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1165,36,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1442,932,1490,980
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_1.tif__roi0038__rec001167.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1167,38,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1722,76,1770,124
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_1.tif__roi0039__rec001168.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1168,39,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,335,1372,383,1420
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_1.tif__roi0063__rec001192.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1192,63,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1417,1423,1465,1471
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_1.tif__roi0069__rec001198.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1198,69,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,359,209,407,257
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_1.tif__roi0075__rec001204.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1204,75,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2349,107,2397,155
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_10.tif__roi0004__rec001345.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_10.tif,1345,4,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,551,1070,599,1118
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_10.tif__roi0010__rec001351.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_10.tif,1351,10,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2504,566,2552,614
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_10.tif__roi0020__rec001361.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_10.tif,1361,20,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2070,317,2118,365
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_10.tif__roi0026__rec001367.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_10.tif,1367,26,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1604,420,1652,468
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_10.tif__roi0036__rec001377.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_10.tif,1377,36,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,145,254,193,302
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_10.tif__roi0055__rec001396.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_10.tif,1396,55,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1871,335,1919,383
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_10.tif__roi0056__rec001397.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_10.tif,1397,56,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1336,415,1384,463
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_10.tif__roi0058__rec001399.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_10.tif,1399,58,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2347,895,2395,943
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_10.tif__roi0063__rec001404.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_10.tif,1404,63,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,197,718,245,766
class2/manual_verify__EXP385_113_3CMOS_IL5_50ms_10.tif__roi0078__rec001419.png,2,manual_verify,Test_data_manual_verify.db,EXP385_113_3CMOS_IL5_50ms_10.tif,1419,78,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2348,11,2396,59
